,0.948,0.892,0.834,0.782,0.727,0.667,0.615,0.560,0.500,0.447,0.391,0.334,0.273,0.217,0.167,0.044,0.009,0.001,sum
0.948,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
0.892,0.025,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
0.834,0.046,0.0,-0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
0.782,0.046,0.0,-0.022,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039
0.727,0.046,0.0,-0.022,0.085,-0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063
0.667,0.046,0.0,-0.022,0.144,0.0,-0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099
0.615,0.045,0.0,-0.022,0.143,0.0,-0.068,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141
0.560,0.045,0.0,-0.022,0.142,0.0,-0.067,0.211,-0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198
0.500,0.044,0.0,-0.021,0.139,0.0,-0.066,0.334,0.0,-0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274
0.447,0.043,0.0,-0.021,0.135,0.0,-0.064,0.325,0.0,-0.151,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356
0.391,0.041,0.0,-0.02,0.129,0.0,-0.061,0.31,0.0,-0.144,0.415,-0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452
0.334,0.038,0.0,-0.018,0.119,0.0,-0.057,0.288,0.0,-0.134,0.6,0.0,-0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.559
0.273,0.034,0.0,-0.016,0.106,0.0,-0.05,0.255,0.0,-0.119,0.533,0.0,-0.246,0.178,0.0,0.0,0.0,0.0,0.0,0.675
0.217,0.029,0.0,-0.014,0.09,0.0,-0.043,0.217,0.0,-0.101,0.452,0.0,-0.209,0.749,-0.393,0.0,0.0,0.0,0.0,0.778
0.167,0.023,0.0,-0.011,0.073,0.0,-0.035,0.176,0.0,-0.082,0.368,0.0,-0.17,0.962,0.0,-0.445,0.0,0.0,0.0,0.859
0.044,0.007,0.0,-0.003,0.022,0.0,-0.01,0.053,0.0,-0.025,0.11,0.0,-0.051,0.288,0.0,-0.133,0.73,0.0,0.0,0.987
0.009,0.002,0.0,-0.001,0.006,0.0,-0.003,0.014,0.0,-0.007,0.029,0.0,-0.013,0.076,0.0,-0.035,2.235,-1.304,0.0,0.999
0.001,0.0,0.0,-0.0,0.002,0.0,-0.001,0.004,0.0,-0.002,0.008,0.0,-0.004,0.02,0.0,-0.009,2.116,0.0,-1.134,1.0
