,1.000,0.944,0.889,0.833,0.778,0.722,0.667,0.611,0.556,0.500,0.444,0.389,0.333,0.278,0.222,0.167,0.111,0.056,sum
0.944,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056
0.889,0.052,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111
0.833,0.049,0.055,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167
0.778,0.046,0.051,0.058,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222
0.722,0.042,0.048,0.054,0.062,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278
0.667,0.039,0.044,0.05,0.057,0.066,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333
0.611,0.036,0.04,0.046,0.052,0.06,0.071,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389
0.556,0.033,0.037,0.042,0.048,0.055,0.064,0.076,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444
0.500,0.029,0.033,0.038,0.043,0.049,0.058,0.068,0.082,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.444,0.026,0.029,0.033,0.038,0.044,0.051,0.061,0.073,0.089,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556
0.389,0.023,0.026,0.029,0.033,0.038,0.045,0.053,0.064,0.078,0.097,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611
0.333,0.02,0.022,0.025,0.029,0.033,0.038,0.045,0.055,0.067,0.083,0.107,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.667
0.278,0.016,0.018,0.021,0.024,0.027,0.032,0.038,0.045,0.056,0.069,0.089,0.119,0.167,0.0,0.0,0.0,0.0,0.0,0.722
0.222,0.013,0.015,0.017,0.019,0.022,0.026,0.03,0.036,0.044,0.056,0.071,0.095,0.133,0.2,0.0,0.0,0.0,0.0,0.778
0.167,0.01,0.011,0.013,0.014,0.016,0.019,0.023,0.027,0.033,0.042,0.054,0.071,0.1,0.15,0.25,0.0,0.0,0.0,0.833
0.111,0.007,0.007,0.008,0.01,0.011,0.013,0.015,0.018,0.022,0.028,0.036,0.048,0.067,0.1,0.167,0.333,0.0,0.0,0.889
0.056,0.003,0.004,0.004,0.005,0.005,0.006,0.008,0.009,0.011,0.014,0.018,0.024,0.033,0.05,0.083,0.167,0.5,0.0,0.944
0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
