,946,894,841,789,736,684,631,578,526,473,421,368,315,263,210,158,105,053,000,-01,sum
946,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
894,0.004,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
841,0.003,0.007,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026
789,0.002,0.004,0.011,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041
736,0.001,0.003,0.007,0.016,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063
684,0.001,0.002,0.005,0.011,0.024,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092
631,0.001,0.001,0.003,0.008,0.017,0.034,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132
578,0.0,0.001,0.002,0.006,0.012,0.024,0.048,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182
526,0.0,0.001,0.002,0.004,0.009,0.018,0.035,0.064,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244
473,0.0,0.001,0.001,0.003,0.006,0.013,0.025,0.047,0.081,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318
421,0.0,0.0,0.001,0.002,0.005,0.01,0.019,0.035,0.06,0.103,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403
368,0.0,0.0,0.001,0.002,0.003,0.007,0.014,0.025,0.043,0.075,0.122,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498
315,0.0,0.0,0.0,0.001,0.002,0.005,0.01,0.018,0.031,0.053,0.087,0.146,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599
263,0.0,0.0,0.0,0.001,0.002,0.003,0.007,0.012,0.021,0.037,0.06,0.1,0.168,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.698
210,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.008,0.013,0.023,0.038,0.064,0.107,0.182,0.35,0.0,0.0,0.0,0.0,0.0,0.793
158,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.004,0.008,0.013,0.022,0.036,0.061,0.104,0.2,0.422,0.0,0.0,0.0,0.0,0.875
105,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.006,0.01,0.017,0.028,0.047,0.091,0.192,0.543,0.0,0.0,0.0,0.941
053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.005,0.008,0.013,0.025,0.054,0.151,0.721,0.0,0.0,0.983
000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.997,0.0,1.0
-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
