,940,881,823,764,705,646,588,529,470,411,353,294,235,176,118,059,000,-01,sum
940,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
881,0.005,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
823,0.003,0.008,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031
764,0.002,0.005,0.013,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051
705,0.001,0.003,0.008,0.02,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079
646,0.001,0.002,0.005,0.013,0.031,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119
588,0.0,0.001,0.004,0.009,0.021,0.046,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172
529,0.0,0.001,0.003,0.006,0.015,0.032,0.062,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
470,0.0,0.001,0.002,0.005,0.01,0.022,0.044,0.085,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323
411,0.0,0.0,0.001,0.003,0.007,0.016,0.031,0.06,0.109,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
353,0.0,0.0,0.001,0.002,0.005,0.011,0.022,0.042,0.076,0.135,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526
294,0.0,0.0,0.001,0.002,0.003,0.007,0.015,0.028,0.051,0.091,0.156,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.639
235,0.0,0.0,0.0,0.001,0.002,0.005,0.009,0.018,0.033,0.057,0.099,0.18,0.345,0.0,0.0,0.0,0.0,0.0,0.749
176,0.0,0.0,0.0,0.001,0.001,0.003,0.005,0.01,0.018,0.032,0.056,0.101,0.195,0.426,0.0,0.0,0.0,0.0,0.849
118,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.005,0.008,0.015,0.026,0.047,0.09,0.196,0.536,0.0,0.0,0.0,0.927
059,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.004,0.007,0.013,0.024,0.053,0.145,0.728,0.0,0.0,0.98
000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.0,1.0
-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
